Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,RAM,Storage Capacity,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Channel,Priority,Cost Price,Sale Price,Discount Amount,Finance Amount,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Purchase Date,Ship Date
North America,Georgia,Sandy Springs,DEF Machines,10,Toshiba,Satellite,HDD,16GB,500GB,Gerald,Anderson,+1-741-536-0727x13471,austinconner@example.org,Jacqueline Rice,Second-hand Sales,Bank Transfer,Online,Low,17667,20763,443,0,523,0,195,19339,2022-03-08,2022-03-26
North America,New York,Long Beach,CK Tech Store,9,Acer,Nitro 5,HDD,4GB,1TB,Zachary,Harding,363206073,jacquelinemanning@example.net,Alan Newman,Returns,Bank Transfer,Offline,High,22298,24787,920,0,817,0,346,23122,2023-03-16,N/A
North America,Illinois,Mount Prospect,GHI Machines,10,Apple,Apple MacBook Pro,HDD,16GB,1TB,Christina,Brown,001-265-820-6269,matthew30@example.org,Jeremy Thomas,New Sales,Cash,Online,High,15767,18977,69,0,695,0,395,18296,2022-08-16,2022-09-04
North America,New York,Rochester,Frankies Hardware and Software,9,Asus,ZenBook Flip S UX371,HDD,2GB,1TB,Michael,Clark,+1-639-030-5513,andreaward@example.com,Jake Lee,Repairs,Cash,Offline,High,5775,10615,591,0,644,2015,384,8878,2022-06-18,N/A
Africa,Tanzania,Njombe,GHI Machines,5,Microsoft,Surface Neo,HDD,2GB,256GB,Jodi,Alvarez,897-404-2767,patrickmarshall@example.net,Antonio Cobb,Returns,Finance,Offline,Low,21748,26342,290,26929,501,0,424,25910,2022-04-04,N/A
Africa,Tanzania,Mtwara,DEF Machines,1,HP,Probook,SSD,8GB,1TB,Martin,Gibbs,667341916,pochoa@example.org,Jennifer Morales,Repairs,Bank Transfer,Offline,High,3675,7593,290,0,590,1047,701,5411,2023-11-04,N/A
North America,Illinois,Joliet,A & A PCs,5,Toshiba,Qosmio,HDD,16GB,256GB,Kimberly,Avila,232-594-3101,ryan58@example.net,Glenda Cohen,Repairs,Cash,Offline,High,18641,23561,752,0,529,4831,852,19310,2023-07-21,N/A
North America,Illinois,Bolingbrook,Jacks Hardware,9,MSI,GL65 Leopard,HDD,8GB,1TB,Sandra,Mcbride,+1-835-868-2331x9434,williamdean@example.org,Ashley Jones,Repairs,Cash,Online,Medium,28278,30897,170,0,415,1274,352,29287,2023-12-25,2023-12-26
North America,New York,Valley Stream,Benjis Tech,2,Asus,ZenBook Flip S UX371,HDD,2GB,256GB,Kathryn,Lawrence,865.344.7619x3102,blewis@example.com,Sean Guerrero,Repairs,Cash,Online,Low,13526,17489,251,0,571,1313,973,16885,2022-04-24,2022-05-12
Africa,Egypt,Sohag,Benjis Tech,4,Samsung,Notebook 9 Pen,SSD,8GB,1TB,Tara,Irwin,856.530.1684,irivers@example.org,Christina Garza,Repairs,Finance,Offline,High,15522,18908,97,2105,429,1346,673,15932,2021-06-11,N/A
Africa,Angola,Cabinda,Mini Tech,3,Acer,Aspire 5,SSD,2GB,500GB,Nicholas,Smith,299-811-8298x798,rrandall@example.org,Lori Anderson,Returns,Cash,Online,High,23735,26585,988,0,728,0,577,25190,2022-09-02,2022-09-22
Africa,Ethiopia,Somali,Mini Tech,3,Lenovo,ThinkPad X1 Carbon,SSD,16GB,1TB,Deanna,Mills,507.591.1452x750,george10@example.org,Steven Walls,Returns,Bank Transfer,Online,Medium,10784,13498,532,0,419,0,195,11902,2023-10-03,2023-10-13
Africa,Tanzania,Pemba Kaskazini,CK Tech Store,7,Dell,Precision,SSD,4GB,1TB,Marcus,Savage,001-365-094-5975,rebecca79@example.org,David Osborn,Second-hand Sales,Bank Transfer,Offline,Medium,12321,16086,60,0,646,0,632,13974,2024-01-25,N/A
Africa,Morocco,Agadir-Ida Ou Tanane,GHI Machines,2,Acer,Nitro 5,HDD,16GB,1TB,Patrick,Vargas,001-927-667-4381x4590,patricksullivan@example.com,Adam Schwartz,Second-hand Sales,Bank Transfer,Offline,Medium,27059,29830,791,0,603,0,170,27719,2023-08-20,N/A
Africa,Morocco,Nouaceur,Mini Tech,9,Asus,ROG Zephyrus S GX701,HDD,8GB,1TB,Danny,Snyder,(017)883-1335x79789,kimfrank@example.com,Kelly Mitchell,Returns,Finance,Online,Medium,7478,10571,4,40871,407,0,857,9323,2022-03-28,2022-04-13
North America,Pennsylvania,Allentown,Greens Laptops and PCs,6,Apple,Apple Macintosh SE,HDD,8GB,500GB,Joe,Brown,+1-492-712-2318,brightashley@example.org,Nathan Villarreal,Second-hand Sales,Cash,Online,Medium,3320,5989,714,0,763,0,838,4255,2022-12-04,2022-12-27
Africa,Morocco,Al Hoceima,Jacks Hardware,8,Dell,Vostro,HDD,4GB,500GB,Curtis,Nash,220-660-7980x58915,michaelkelly@example.org,Gwendolyn Thomas,Repairs,Bank Transfer,Offline,High,29114,32125,374,0,429,2064,238,29289,2024-02-10,N/A
North America,Florida,Orlando,Western International PCs,2,Microsoft,Surface Duo,SSD,8GB,256GB,Kimberly,Williams,027.674.7395x52295,seanwebster@example.net,Tanya Mcclure,Repairs,Finance,Online,Low,22470,26647,76,36451,737,2171,285,25803,2021-07-14,2021-08-13
Africa,Angola,Cuanza Sul,Benjis Tech,2,Asus,VivoBook Flip 14,SSD,8GB,1TB,Rachel,Wilkerson,6768549824,greenkimberly@example.net,Ruben Snow,New Sales,Cash,Offline,Low,11701,14896,864,0,722,0,608,11873,2023-08-20,N/A
North America,Michigan,Midland,LJ Computers,10,Dell,Alienware,HDD,16GB,1TB,Courtney,Cline,8132163994,juliewilkinson@example.org,Kevin Padilla,Repairs,Bank Transfer,Offline,Medium,6860,10147,625,0,576,4925,729,6861,2022-03-06,N/A
North America,California,Bakersfield,Greens Laptops and PCs,5,Toshiba,Satellite,SSD,4GB,256GB,Katherine,Spencer,+1-881-694-4193x2506,jessicakelly@example.com,Amber Montgomery,Second-hand Sales,Bank Transfer,Offline,Medium,6399,8564,367,0,489,0,452,6784,2022-06-23,N/A
North America,Ohio,Toledo,DEF Machines,7,Samsung,Notebook Odyssey,SSD,16GB,1TB,Wayne,Mccormick,+1-705-312-0466x486,danielgilbert@example.org,Molly Johns,Repairs,Finance,Online,Medium,9839,13711,477,48893,404,2574,912,9917,2022-05-01,2022-05-17
Africa,Egypt,Asyut,S & A Computer Place,6,Lenovo,ThinkPad X1 Yoga,HDD,8GB,500GB,Scott,Hernandez,(912)348-7219x61505,brittany23@example.com,Michael Gibson,Repairs,Finance,Offline,Medium,10179,12988,619,13598,553,2920,289,10917,2021-04-08,N/A
North America,Pennsylvania,Erie,KyaSand Tech Gadgets,10,Lenovo,ThinkCentre M920 Tiny,SSD,2GB,1TB,Jordan,Wilson,001-660-207-8605x12513,zcastillo@example.com,Nathan Villarreal,Second-hand Sales,Finance,Online,Medium,29962,33431,432,15268,573,0,181,31220,2021-08-14,2021-08-26
Africa,Morocco,Taza,GHI Machines,8,Toshiba,Chromebook,HDD,16GB,1TB,Jay,Arroyo,325-147-4736,yfletcher@example.net,Amy Owens,Second-hand Sales,Cash,Offline,High,27949,31832,467,0,450,0,214,29794,2023-04-29,N/A
North America,Georgia,Marietta,Greens Laptops and PCs,1,Acer,ConceptD 5,SSD,8GB,500GB,Scott,Adams,569.921.1462,ashley30@example.org,Ashley Thomas,New Sales,Bank Transfer,Online,High,8211,13096,556,0,648,0,253,9023,2024-02-23,2024-03-05
North America,Illinois,Evanston,DEF Machines,1,Lenovo,ThinkPad X1 Yoga,SSD,16GB,256GB,Regina,Small,(712)626-2073x11021,howarddawn@example.com,Kathleen Robinson,New Sales,Finance,Offline,Medium,25808,30457,370,1358,680,0,915,27700,2024-01-10,N/A
Africa,South Africa,Free State,CK Tech Store,3,Apple,Apple iMac,SSD,2GB,256GB,Daniel,Cole,001-209-213-2793x0729,alexa02@example.net,Mark Landry,Repairs,Cash,Online,Medium,8168,12397,487,0,506,1529,460,8203,2022-04-25,2022-05-16
Africa,Nigeria,Cross River,GH PC Shop,7,HP,Probook,HDD,2GB,500GB,Monica,Ross,890.355.5419x385,callahanthomas@example.net,Diana Waters,Returns,Cash,Offline,Low,25143,29541,669,0,784,0,386,27820,2022-10-02,N/A
North America,Ohio,Youngstown,A & A PCs,4,Samsung,Notebook 9 Pro,SSD,16GB,256GB,Dorothy,Murphy,+1-918-451-0064x26779,cferrell@example.net,Molly Johns,Second-hand Sales,Cash,Online,Medium,19131,21693,564,0,532,0,231,19885,2021-08-04,2021-08-25
Africa,Tanzania,Mtwara,Greens Laptops and PCs,4,MSI,GP76 Leopard,HDD,4GB,256GB,Tabitha,Mckee,322-341-2246x5284,channathan@example.org,Tara Price,Repairs,Finance,Offline,Low,22319,25114,500,20155,575,4514,558,24776,2023-02-26,N/A
North America,North Carolina,Charlotte,Frankies Hardware and Software,7,Samsung,Notebook Flash,SSD,16GB,1TB,Mario,Baker,+1-896-731-3790x0495,hollandseth@example.com,Tony Valenzuela,New Sales,Bank Transfer,Online,High,11919,15274,218,0,401,0,717,12055,2023-09-29,2023-10-28
North America,Georgia,Augusta,Benjis Tech,8,Lenovo,IdeaPad 5,SSD,2GB,256GB,Raymond,Sullivan,757-283-2531x323,mariareynolds@example.net,Rebecca Brown,New Sales,Cash,Offline,High,19662,24454,197,0,556,0,488,20925,2024-02-23,N/A
Africa,South Africa,Limpopo,GH PC Shop,9,Apple,Apple Mac Mini,HDD,8GB,500GB,Megan,Williams,+1-546-851-0444x81262,morrowmichelle@example.com,Thomas Barr,Second-hand Sales,Cash,Online,Medium,13121,16008,216,0,444,0,358,13216,2021-08-04,2021-08-05
North America,Illinois,Palatine,GH PC Shop,10,MSI,GS75 Stealth,HDD,8GB,1TB,Mariah,Rose,367-733-3638,michael99@example.com,Curtis Tucker,Second-hand Sales,Cash,Online,Medium,9291,14281,581,0,529,0,725,11244,2024-02-28,2024-03-11
North America,Texas,McKinney,Ricks Computers,9,Asus,ExpertBook B9,HDD,8GB,500GB,Patrick,Clark,8069034064,xwheeler@example.com,Melanie Taylor,Second-hand Sales,Finance,Offline,High,19738,24367,328,34875,782,0,250,23995,2023-09-10,N/A
North America,Ohio,Beavercreek,Jacks Hardware,8,HP,ZBook,HDD,2GB,256GB,Debbie,Daugherty,001-169-057-2752,lrussell@example.com,Ann Johnson,Second-hand Sales,Finance,Offline,High,17196,21275,274,7611,472,0,128,20901,2021-08-23,N/A
Africa,Morocco,Khenifra,Benjis Tech,2,Apple,Apple Mac Mini,HDD,8GB,1TB,Christopher,Silva,001-929-037-0053x8372,bsmith@example.net,Gwendolyn Thomas,Second-hand Sales,Finance,Offline,Low,2797,5844,104,8174,811,0,103,3519,2021-09-05,N/A
North America,Texas,Garland,Western International PCs,2,Acer,Aspire 5,SSD,16GB,500GB,Kristy,Miles,001-247-057-3402,lisamurray@example.org,Courtney Morgan,New Sales,Bank Transfer,Offline,Medium,17607,21700,821,0,520,0,928,21418,2022-03-17,N/A
North America,Illinois,Naperville,Greens Laptops and PCs,6,Apple,Apple Lisa,HDD,16GB,1TB,Rachel,Reyes,445-640-7124,karengreene@example.org,Jerry Cox,Second-hand Sales,Cash,Online,Low,2539,6778,196,0,488,0,493,3126,2021-05-06,2021-05-17
North America,Florida,Jacksonville,A & A PCs,9,Lenovo,ThinkPad P15s,SSD,16GB,1TB,Matthew,Potter,5845290828,william54@example.org,Richard Patterson,New Sales,Cash,Offline,Medium,20915,24647,891,0,627,0,31,22796,2023-12-16,N/A
Africa,Ghana,Central,GH PC Shop,5,Samsung,Chromebook 4,SSD,16GB,1TB,Allen,Harrington,001-898-663-0008,johntaylor@example.org,Krista Wu,New Sales,Bank Transfer,Offline,High,26066,29095,723,0,591,0,757,28626,2021-07-15,N/A
North America,Pennsylvania,Chester,DEF Machines,7,Acer,Spin 5,HDD,2GB,500GB,Jonathan,Mayo,5465928638,davisnicole@example.com,Carl Davis,New Sales,Finance,Offline,Low,29933,32558,380,4669,484,0,140,31641,2022-12-16,N/A
Africa,Morocco,Tata,Western International PCs,7,MSI,GP76 Leopard,SSD,4GB,256GB,Jaime,Jones,4862870589,lewismisty@example.net,Brian Johnson,Second-hand Sales,Cash,Online,High,9059,11339,506,0,574,0,737,9618,2023-05-05,2023-06-03
North America,Florida,Miami Beach,Benjis Tech,6,Apple,Apple Lisa,HDD,2GB,1TB,Tara,Collins,130-585-4291,michael94@example.net,Rachel Rowe,Second-hand Sales,Finance,Offline,High,5446,8734,968,29848,432,0,339,5537,2021-08-31,N/A
North America,Illinois,Bloomington,Western International PCs,8,Microsoft,Surface Neo,HDD,4GB,256GB,Debra,Ray,+1-484-969-8888,williamnelson@example.com,Daniel Serrano,Second-hand Sales,Cash,Offline,Low,10192,15180,321,0,625,0,282,11061,2021-12-15,N/A
Africa,Morocco,El Hajeb,ABC Computers,10,Apple,Apple MacBook Air,SSD,16GB,1TB,Emma,Martinez,161-752-0890,fnelson@example.com,Jessica Thomas,New Sales,Finance,Offline,Low,25955,28185,164,7848,527,0,840,26349,2022-09-20,N/A
North America,Illinois,Skokie,GH PC Shop,4,MSI,Modern 15,SSD,2GB,1TB,Laura,Wolfe,678-449-2179x7934,karen37@example.org,Kathleen Robinson,Second-hand Sales,Cash,Online,High,24107,26664,183,0,554,0,89,24553,2021-08-04,2021-08-07
Africa,Nigeria,Abia,GHI Machines,4,MSI,Alpha 15,HDD,4GB,256GB,Suzanne,Johnson,+1-536-200-3533x55518,holmeskirk@example.net,Diana Waters,Returns,Finance,Offline,Medium,19459,24409,521,37846,634,0,747,22330,2021-10-15,N/A
Africa,Ghana,Western,GH PC Shop,5,Samsung,Galaxy Chromebook 2,SSD,16GB,500GB,Anthony,Miller,(222)753-8621x6550,molly43@example.org,Kevin Lee,Repairs,Finance,Online,Low,12692,16619,201,37194,835,3157,547,16494,2023-07-04,2023-08-03
Africa,Tanzania,Njombe,DEF Machines,1,Microsoft,Surface Laptop,SSD,4GB,256GB,James,Jefferson,099-508-2747,itaylor@example.org,Jennifer Morales,Repairs,Cash,Online,High,4232,8308,584,0,505,3182,592,7726,2023-10-05,2023-11-02
North America,Texas,Fort Worth,S & A Computer Place,6,HP,Spectre,HDD,2GB,500GB,Paul,Sampson,944.177.8075x926,uwilson@example.com,Melanie Taylor,Second-hand Sales,Bank Transfer,Offline,Low,8279,11392,743,0,536,0,165,11332,2021-07-02,N/A
Africa,Egypt,Qena,Western International PCs,4,Lenovo,ThinkPad X1 Carbon,HDD,2GB,1TB,Michael,Hays,(232)547-6507x781,houstonhector@example.com,Allison Gilbert,New Sales,Bank Transfer,Online,High,20930,24564,722,0,402,0,430,23621,2024-01-30,2024-02-06
Africa,Egypt,Minya,CK Tech Store,8,Asus,ROG Strix Scar III,HDD,8GB,1TB,Robin,Bishop,4642199835,markadams@example.com,Allison Gilbert,Returns,Cash,Offline,High,11112,13519,897,0,564,0,437,12906,2022-09-27,N/A
Africa,Botswana,Ghanzi,Ricks Computers,4,Toshiba,Libretto,SSD,8GB,500GB,Dana,Powell,001-715-027-9380x831,cameronfreeman@example.com,Susan Nelson,Repairs,Finance,Offline,Medium,14256,16700,947,28673,618,1130,931,15597,2023-05-04,N/A
Africa,Morocco,Jerada,GHI Machines,4,Acer,Aspire E 15,SSD,16GB,1TB,Jimmy,Ortiz,761.614.2326x946,davidbell@example.com,Emma Scott,Second-hand Sales,Finance,Online,Medium,8995,11794,450,3264,418,0,507,9924,2023-05-17,2023-06-12
Africa,Ethiopia,Tigray,Greens Laptops and PCs,10,Apple,Apple iMac,HDD,16GB,500GB,Laura,Fitzpatrick,649.531.5701,william87@example.com,Kenneth Herring,New Sales,Cash,Offline,High,22908,26260,535,0,745,0,663,23743,2022-05-06,N/A
Africa,Botswana,North-West,S & A Computer Place,5,Acer,Swift 3,HDD,16GB,256GB,Autumn,Wilkinson,(259)629-4925x89849,ccraig@example.net,Lisa Williams,New Sales,Finance,Online,Low,3305,6470,659,8251,553,0,720,3555,2022-08-13,2022-09-05
North America,Pennsylvania,Hazleton,Frankies Hardware and Software,10,Asus,ProArt StudioBook Pro X,SSD,4GB,256GB,Nicole,Grimes,001-376-314-8746x87802,michellepacheco@example.com,Julia Dodson,New Sales,Bank Transfer,Online,Low,10262,12645,126,0,443,0,766,11083,2022-08-01,2022-08-12
Africa,Ethiopia,Dire Dawa,Frankies Hardware and Software,5,HP,Pavilion,SSD,8GB,256GB,Mary,Maddox,811-661-0580x441,rking@example.org,Jacob Spencer,Repairs,Bank Transfer,Offline,Medium,5548,7907,835,0,415,2828,292,7182,2021-11-27,N/A
Africa,Morocco,Safi,CK Tech Store,1,MSI,P65 Creator,HDD,4GB,1TB,Jeremy,Waters,+1-327-890-4405,ksmith@example.com,Brian Johnson,Returns,Cash,Online,High,17064,21449,872,0,743,0,169,21269,2023-02-24,2023-03-01
North America,North Carolina,Greensboro,XYZ Tech,6,Acer,Aspire E 15,SSD,4GB,256GB,Cassandra,Melton,001-002-718-6226x105,laura78@example.org,Morgan Moore,Returns,Cash,Offline,Low,24190,27926,299,0,438,0,678,24775,2021-05-04,N/A
North America,California,Long Beach,Benjis Tech,2,Acer,Swift 3,SSD,2GB,500GB,Amanda,Vang,079.000.1942,thomas28@example.com,Larry Smith,Second-hand Sales,Cash,Offline,Low,14943,17008,843,0,638,0,738,16117,2023-04-24,N/A
Africa,South Africa,Limpopo,Mini Tech,2,Apple,Apple iMac,SSD,16GB,256GB,Justin,Cummings,(296)251-0328x36660,cunninghamandrea@example.net,Patricia Jones,Second-hand Sales,Finance,Online,Medium,3074,5846,493,20318,452,0,895,4512,2021-09-15,2021-10-06
Africa,Morocco,Sidi Slimane,ABC Computers,1,Apple,Apple MacBook Pro,HDD,8GB,1TB,Maureen,Murray,511.959.9472x049,thompsonjack@example.net,Adam Schwartz,Returns,Bank Transfer,Online,High,19606,24001,623,0,569,0,326,23511,2021-12-26,2022-01-02
Africa,Nigeria,Benue,GHI Machines,2,Apple,Apple Macintosh SE,SSD,2GB,1TB,Susan,Burton,807-583-3457x174,channicholas@example.net,Jennifer Wolf,Second-hand Sales,Bank Transfer,Online,Medium,26689,31512,136,0,485,0,267,30736,2022-08-24,2022-09-21
Africa,Tanzania,Mara,Western International PCs,3,MSI,Modern 15,HDD,4GB,500GB,Patricia,Chen,895-701-0194,thomas68@example.org,Dawn Perkins,Repairs,Cash,Offline,Medium,7120,11680,69,0,686,2881,968,7248,2021-06-25,N/A
North America,California,Fremont,Jacks Hardware,3,Toshiba,Chromebook,HDD,2GB,256GB,Javier,Reyes,+1-287-887-1886,qmatthews@example.org,Andrew Miranda,Second-hand Sales,Finance,Online,High,18725,22458,36,27374,705,0,721,21464,2022-05-08,2022-05-31
Africa,Kenya,Nairobi,GHI Machines,1,Asus,ZenBook Flip S UX371,SSD,4GB,256GB,Ruth,Gonzalez,440.995.4614,tara69@example.net,Amy Johnson,Second-hand Sales,Bank Transfer,Online,Medium,11217,13331,682,0,591,0,528,11308,2021-07-18,2021-07-22
Africa,Nigeria,Nasarawa,ABC Computers,3,Lenovo,IdeaCentre AIO 3,SSD,2GB,500GB,Ivan,Harris,+1-582-345-3909x2852,tamarabrown@example.net,Pamela Morgan,Returns,Cash,Online,Medium,12872,16781,546,0,702,0,903,14197,2021-10-27,2021-11-09
Africa,South Africa,KwaZulu-Natal,Jacks Hardware,10,MSI,GL65 Leopard,HDD,4GB,1TB,Michelle,Ruiz,+1-374-305-8479,monica49@example.org,Mark Landry,Returns,Bank Transfer,Offline,High,8003,11077,868,0,831,0,130,8681,2021-07-06,N/A
North America,Georgia,Gainesville,Frankies Hardware and Software,7,Asus,ROG Strix Scar III,SSD,16GB,1TB,Peter,Anderson,078.454.4145,sfleming@example.org,Renee Howell,Second-hand Sales,Bank Transfer,Offline,High,26160,29811,246,0,823,0,504,29051,2022-09-04,N/A
Africa,Morocco,Azilal,ABC Computers,6,Toshiba,Chromebook,HDD,4GB,256GB,Amy,Martinez,+1-356-513-5410x34541,jroberts@example.net,Kelly Mitchell,Returns,Bank Transfer,Online,Low,17986,20504,418,0,839,0,72,18623,2021-08-30,2021-09-03
Africa,South Africa,Free State,A & A PCs,9,Asus,TUF Gaming A15,SSD,2GB,256GB,Laurie,Davis,009-347-1568x053,rogerjones@example.com,Thomas Barr,New Sales,Finance,Offline,Low,17460,21391,151,23041,713,0,108,19230,2022-07-25,N/A
North America,Pennsylvania,McKeesport,GHI Machines,4,Apple,Apple Power Mac G5,HDD,8GB,1TB,Gregory,Moore,+1-047-847-5587x3541,frankobrien@example.net,Michael Chan,New Sales,Finance,Online,Medium,11575,14526,881,16371,425,0,789,13600,2022-06-20,2022-06-27
North America,Ohio,Lorain,ABC Computers,4,Asus,ZenBook UX425,SSD,2GB,500GB,Megan,Payne,147-798-0968x511,myersjohn@example.net,Roger Cole,Repairs,Finance,Online,High,3670,7934,904,17495,652,3823,377,4610,2023-07-03,2023-07-22
Africa,Nigeria,Delta,Mini Tech,1,Apple,Apple Mac Pro,SSD,4GB,1TB,Erin,Choi,833.322.9825x2364,kimberly68@example.com,Pamela Morgan,New Sales,Finance,Online,High,16109,20517,388,24828,633,0,328,19290,2023-12-04,2023-12-14
Africa,South Africa,North West,Greens Laptops and PCs,4,Acer,ConceptD 5,HDD,16GB,256GB,Kevin,Reed,001-916-601-5340x76873,robertsontimothy@example.net,Thomas Barr,Repairs,Bank Transfer,Offline,High,27006,31366,636,0,784,3544,569,29445,2023-01-21,N/A
North America,Illinois,Springfield,Mini Tech,9,Samsung,Notebook 7 Spin,SSD,16GB,500GB,Nicholas,Holmes,2435728692,kimberlyschultz@example.net,Katie Fernandez,New Sales,Bank Transfer,Offline,Low,15848,20813,828,0,841,0,112,18698,2021-08-15,N/A
North America,North Carolina,High Point,GH PC Shop,1,Lenovo,IdeaPad Flex 5,SSD,4GB,500GB,Miguel,Morales,(868)383-6105x895,andradepamela@example.net,Catherine Cuevas,Returns,Cash,Offline,Low,5114,8070,68,0,757,0,49,5190,2023-02-26,N/A
North America,New York,Garden City,Frankies Hardware and Software,7,Asus,Chromebook Flip C434,HDD,2GB,500GB,Mark,Watson,001-486-738-7422x293,fvargas@example.net,Kelsey Olson,Repairs,Finance,Offline,Low,5118,9982,613,49955,586,2776,713,9282,2023-07-09,N/A
North America,Illinois,Orland Park,XYZ Tech,7,Dell,Alienware,SSD,2GB,1TB,William,Mueller,256-836-9355x8428,melissa28@example.com,Curtis Tucker,Repairs,Finance,Offline,Medium,7606,10318,621,37858,553,2319,819,7848,2022-03-15,N/A
North America,Michigan,Royal Oak,CK Tech Store,6,HP,Chromebook,SSD,2GB,1TB,Christina,Robinson,258.788.5519x3257,anthonyjohnson@example.org,Rebecca Smith,Returns,Bank Transfer,Offline,Medium,20147,22681,739,0,810,0,109,22364,2022-05-27,N/A
North America,Florida,Miami,KyaSand Tech Gadgets,6,Toshiba,Tecra,HDD,8GB,500GB,Jennifer,Sheppard,274.907.6018x2631,robertsjessica@example.com,Deborah Anderson MD,New Sales,Cash,Offline,Medium,18039,23019,90,0,715,0,151,22406,2023-05-29,N/A
Africa,Nigeria,Delta,ABC Computers,6,Asus,ROG Zephyrus S GX701,HDD,8GB,256GB,Daniel,Williams,(000)371-4728x1249,xdickerson@example.org,Diana Waters,New Sales,Cash,Offline,Low,11423,14726,375,0,736,0,563,12163,2023-03-21,N/A
Africa,Egypt,Kafr El Sheikh,XYZ Tech,5,Lenovo,ThinkPad P15s,HDD,16GB,500GB,Thomas,Ochoa,380-257-3669x968,strongalexis@example.org,Jeffrey Nelson,Repairs,Finance,Online,Low,5276,10048,768,7912,715,4096,434,6415,2023-12-18,2023-12-23
Africa,Botswana,Southern,S & A Computer Place,5,Apple,Apple Macintosh Classic,HDD,8GB,1TB,Tammy,Rivera,130-533-9030x97694,ohoover@example.com,Melissa Dunn,Second-hand Sales,Cash,Online,Medium,28841,33330,245,0,402,0,485,31377,2022-03-28,2022-04-07
North America,Illinois,Peoria,GH PC Shop,10,MSI,GL65 Leopard,HDD,2GB,1TB,Jamie,James,065-771-2226,parkersolis@example.com,Amanda Mitchell,New Sales,Bank Transfer,Offline,Low,27208,30832,845,0,632,0,548,27959,2022-08-15,N/A
North America,Florida,Miami Beach,DEF Machines,8,Samsung,Notebook 9,SSD,4GB,256GB,Thomas,Parker,+1-347-895-8619,paulaanderson@example.org,Tanya Mcclure,Repairs,Finance,Online,Low,27677,30409,979,4769,805,4635,703,29701,2023-02-16,2023-03-11
North America,Florida,Jacksonville,ABC Computers,7,Toshiba,Satellite,HDD,2GB,500GB,Robert,Poole,(179)460-0153x817,lawrencecindy@example.com,Raymond Larson,Second-hand Sales,Cash,Online,High,2749,6775,382,0,581,0,477,4700,2022-11-02,2022-11-30
Africa,Nigeria,Imo,Mini Tech,8,Samsung,Notebook 9 Pro,SSD,16GB,256GB,Mary,Johnson,001-582-145-5311,larasarah@example.org,Pamela Morgan,Returns,Finance,Online,Low,2514,7025,462,37771,842,0,157,3300,2021-09-28,2021-10-21
